gene_name	A1	A2	A3	AV1	AV2	AV3
Bhmt-ps1	0	0	0	0	0	0
Bhmt1b	0	0	0	0	0	0
Bhmt2	0	0	0	0	0	0
Bicc1	4	12	9	6	5	11
Bicd1	13	30	40	79	72	72
Bicd2	981	1534	1239	1246	1390	1897
Bicdl1	26	57	41	33	27	45
Bicdl2	1	3	1	3	0	4
Bicra	148	142	148	178	181	233
Bicral	444	478	443	538	501	743
Bid	65.135	108.462	57	81.34	77	114.148
Bik	1	3	0	7	0	1
Bin1	68	145.33	84	70	54	97
Bin2	2545.001	3713	3308	3594	3399	5210
Bin3	500	725	721	623	686	930
Birc2	240	334.31	306.344	325	352	448.107
Birc3	518	717.69	542.644	509	639	702.893
Birc5	76	96	94	111	148	171
Birc6	1844.808	2547.811	1800.999	2024.999	2292.999	3032.774
Birc7	0	0	0	0	0	0
Bivm	124	188	185	150	175	293.001
Blcap	225	299	277	247	343	423
Blk	3	3	2	2	0	3
Blm	50	68	76	86	92	97
Blmh	366.001	521	519	564	500	744
Blnk	2	5	6	1	3	1
Bloc1s1	179.592	299.869	297.066	327.894	277	314.864
Bloc1s2	125.001	229	212	245.001	239.946	245
Bloc1s2-ps	2	2	1	2	1.054	2
Bloc1s3	128	193	164	181	177	244
Bloc1s4	138	208	183	201	209	245
Bloc1s5	131	206	176	207	174	241
Bloc1s6	221	354	347	316.001	323	431
Bloc1s6os	0	0	0	0	0	0
Bloodlinc	0	0	0	0	0	0
Bltp1	683.999	881.999	656.999	857.99	959	1168
Bltp2	1733.999	2468	2392.998	2155	2313.002	3482.001
Bltp3a	348	441	521	520	351	668
Bltp3b	526.999	695	622	670	784	998.999
Blvra	1362	2073	1983	2113	2340.001	2761.999
Blvrb	221	265	249	297.001	273	391
Blzf1	198.999	292.074	249	250	343	341.981
Bmal1	213	282	326	360	285	419
Bmal2	14	11	10	13	13	18
Bmerb1	0	0	0	0	0	1
Bmf	220	220	406	244	242	343
Bmi1	606.001	958	764.999	873	870	1083.995
Bmncr	0	0	0	0	0	1
Bmp1	9	16	8	13	5	16
Bmp10	0	0	0	0	0	1
Bmp15	0	0	0	0	0	0
Bmp2	0	3	2	5	1	4
Bmp2k	477.322	729.642	643.952	705.867	844.936	1018.373
Bmp3	2	1	2	2	1	3
Bmp4	4	5	9	6	8	3
Bmp5	9	10	8	0	11	8
Bmp6	47	36	39	34	25	43
Bmp7	1	0	1	0	0	0
Bmp8a	1	2	0	2	3	2
Bmp8b	0	2	1	3	0	0
Bmper	1	3	0	5	2	0
Bmpr1a	138.998	189	183	188	269.995	250
Bmpr1b	0	2	0	2	0	1
Bmpr2	1171	1429	1118	1350	1609	1909
Bms1	853	1191	1084	1261	1240	1622
Bmt2	510	603	503	604	756	915
Bmx	337	489	419	522	506	697
Bmyc	4	21	16	21	7	20
Bnc1	0	1	1	2	3	3
Bnc2	1	0	1	2	0	0
Bnip1	105	167	154.999	172	157.999	237.999
Bnip2	1671.635	2439.883	2105.76	2528.639	2471.791	3196.227
Bnip3	171	256.974	309.92	209.909	208.053	272.649
Bnip3l	2999.33	4302.225	4044.976	4091.103	4413.04	5973.151
Bnip3l-ps	0	0	0	0	0	0
Bnip5	0	0	0	0	0	0
Bnipl	0	0	3	6	4	1
Boc	3	3	9	10	8	4
Bod1	96	154	152	155	177	205
Bod1-ps	0	0	0	0	0	0
Bod1l	639	771	711	806	811	1233
Bok	29	45	82	62	61	48
Bola1	28	57	51	70	49	47
Bola2	197.756	327.632	294.115	336.528	300.658	380.148
Bola3	85	193	135	144	172.001	211
Boll	1	0	0	0	0	1
Bop1	661.999	928.001	852	966	863	1253.999
Bora	32	56	41	36	49	57
Borcs5	88	103	130	104	124	149
Borcs6	235.645	365.02	308.284	315.928	325.646	398.974
Borcs7	76	87	70	91	62	101
Borcs8	148.001	252.999	214.001	163.995	207	247
Bpgm	74	120	111	102	93	158
Bphl	33	60	48	48	48	88
Bpi	0	0	0	0	0	0
Bpifa1	2	1	2	1	2	1
Bpifa2	0	0	1	0	0	0
Bpifa3	0	0	0	0	0	0
Bpifa5	0	0	0	0	0	0
Bpifa6	0	0	0	0	0	0
Bpifb1	0	0	1	1	7	20
Bpifb2	0	0	0	0	0	0
Bpifb3	0	0	0	0	0	0
Bpifb4	0	0	0	0	0	0
Bpifb5	0	0	0	0	0	0
Bpifb6	0	0	0	0	0	0
Bpifb9a	0	0	0	0	0	0
Bpifb9b	0	0	0	0	0	0
Bpifc	0	1	0	0	3	2
Bpnt1	278	516	463.999	414.999	364.999	419
Bpnt2	547	739	669	783	753	919
Bptf	1400	1860	1469	1828	1699.999	2400.999
Braf	452.999	608.001	536	646	677.001	883
Brap	1271.001	1693.001	1556	1630	1671	2414
Brat1	278	362	408	318	354	501
Brca1	53	96	91	83	148	145
Brca2	76	73	77.999	93.001	116	113
Brcc3	247.001	375	317	282.001	330.001	395
Brcc3dc	0	0	0	0	0	0
Brd1	1185.999	1418.999	1324	1576.001	1527	2113
Brd2	5758.563	7442.466	6364.185	8352.243	8363.678	10635.526
Brd3	320.999	417	390.999	428	408	635
Brd3os	4	3	3	3	1	4
Brd4	1537.999	1867	1669.002	2285	2145.001	3002.999
Brd7	533	759	683	705.001	787	972.999
Brd8	442	620.001	622	656.999	609.001	878
Brd8dc	0	5	1	3	6	4
Brd9	710.999	976	950	1033	957.999	1354
Brdt	1	0	0	2	3	0
Brf1	497.751	611.071	582.841	673.877	535.675	826.365
Brf2	69	104.999	81	125	83.999	150
Bri3	268	464	362	425.95	437	599
Bri3bp	243	318	308	274	262	403
Bricd5	0	3.057	0	2.89	1.699	2.814
Brinp1	0	3	0	0	0	1
Brinp2	0	0	0	0	0	0
Brinp3	0	0	0	0	0	0
Brip1	29	60	37	31	58	69
Brip1os	530.722	713.424	671.068	678.338	884.349	983.655
Brix1	408	556	481	533	495	675.999
Brk1	1257	1786	1740	1730	1751	2232
Brme1	8	9	6	5	9	12
Brms1	489	652.684	573	622.001	603.108	844
Brms1l	70	105.999	121	108	141.999	196
Brox	1141.318	1614.329	1355.312	1539.09	1639.121	2052.039
Brpf1	1608	2245	2243.999	2385	2192.996	3275
Brpf3	193.59	264.144	246.999	235.447	235.603	327.959
Brs3	0	0	0	0	0	0
Brsk1	2	6.547	2	7	4.943	4.358
Brsk2	0	0	0	3	1	0
Brwd1	690.001	884	690	1004	896.999	1359.999
Brwd3	213	255	225	266	301	377
Bscl2	595.109	740.425	717	830.026	822.73	1105.031
Bsdc1	511.001	635.001	678	899	857	1035
Bsg	1832	2712	2583.999	2699.001	2683.999	3569
Bsn	653	880	604	755	843	1102
Bsnd	0	0	0	0	0	0
Bsph1	0	0	0	0	0	0
Bsph2	0	0	0	0	0	0
Bsph2-ps	0	0	0	0	0	0
Bspry	2	3	5	1	2	2
Bst1	4416.001	5709	6116.999	5786.999	7033	7097
Bst2	195	354	310	324	422	427
Bsx	1	0	0	1	1	2
Btaf1	938	1280	1131	1192	1294	1639
Btbd1	837.904	1127.937	1097.55	1159.76	1077.882	1591.886
Btbd10	201	255	215	296	241.001	321
Btbd16	0	0	0	0	0	1
Btbd17	0	0	0	0	4	0
Btbd18	0	0	1	5	1	4
Btbd19	322.069	494.313	425.424	558.418	548.738	729.457
Btbd2	384.001	644.001	551	514	543	819
Btbd3	10	16	10	14	10	9
Btbd35f1	0	0	0	0	0	0
Btbd35f10	0	0	0	0	0	0
Btbd35f11	0	0	0	0	0	0
Btbd35f12	0	0	0	0	0	0
Btbd35f13	0	0	0	0	0	0
Btbd35f14	0	0	0	0	0	0
Btbd35f15	0	0	0	0	0	0
Btbd35f16	0	0	0	0	0	0
Btbd35f17	0	0	0	0	0	0
Btbd35f18	0	0	0	0	0	0
Btbd35f19	0	0	0	0	0	0
Btbd35f2	0	0	0	0	0	0
Btbd35f20	0	0	0	0	0	0
Btbd35f21	0	0	0	0	0	0
Btbd35f22	0	0	0	0	0	0
Btbd35f23	0	0	0	0	0	0
Btbd35f24	0	0	0	0	0	0
Btbd35f25	0	0	0	0	0	0
Btbd35f26	0	0	0	0	0	0
Btbd35f27	0	0	0	0	0	0
Btbd35f28	0	0	0	0	0	0
Btbd35f29	0	0	0	0	0	0
Btbd35f3	0	0	0	0	0	0
Btbd35f4	0	0	0	0	0	0
Btbd35f5	0	0	0	0	0	0
Btbd35f6	0	0	0	0	0	0
Btbd35f7	0	0	0	0	0	0
Btbd35f8	0	0	0	0	0	0
Btbd35f9	0	0	0	0	0	0
Btbd6	41	68.001	61	81	67.999	77
Btbd7	535	678	627	759.999	654	950
Btbd8	14	29	26	19.675	25	31
Btbd9	524	694	602	671	570.999	761.001
Btc	0	0	0	0	2	0
Btd	213	312	256	274	354	434
Btf3	2151.716	3164.944	2780.951	3320.875	3137.184	4097.953
Btf3-ps1	14.078	14.056	32.019	11.102	7.817	8.027
Btf3-ps10	0	0	0	0	0	0
Btf3-ps11	0	0	0	0	0	0
Btf3-ps12	0	0	0	0	0	0
Btf3-ps13	1	0	0	0	0	0
Btf3-ps14	0	0	0	0	0	0
Btf3-ps15	0	0	0	0	0	0
Btf3-ps17	0	0	0	0	0	0
Btf3-ps18	0	0	0	0	0	1
Btf3-ps2	0	1	73	0	1	0
Btf3-ps3	0	0	0	0	0	0
Btf3-ps4	0	0	0	0	0	0
Btf3-ps5	0	0	4.002	1	0	1
Btf3-ps6	0	0	0	0	0	0
Btf3-ps7	0	0	0	0	0	0
Btf3-ps8	0	1	0	0	0	1
Btf3-ps9	0	0	0	0	0	0
Btf3l4	459.055	651.9	647.98	587.115	622.751	810.632
Btf3l4b	7.945	7.1	54.019	2.886	8.249	3.368
Btg1	3480	4908	4175	6386	11168	7187
Btg1b	0	0	0	0	0	0
Btg1c	0	0	4	0	0	0
Btg2	1114	1391	1291	1594	2183	2278
Btg3	94	139.66	133.246	146.442	176	201
Btg4	0	0	0	0	1	0
Btk	1021	1347	1315	1521.001	1494	2063.999
Btla	8	7	3	14	8	8
Btn1a1	0	0	0	0	0	0
Btn2a2	0	0	0	0	0	2
Btnl1	0	0	0	0	0	0
Btnl10	0	0	0	0	0	0
Btnl12	2	10	5	4	4	8
Btnl2	1	1	0	0	0	0
Btnl4	0	3	7	0	4	5
Btnl5-ps	0	0	0	1	0	0
Btnl6	4	5	20	18	13	20
Btnl7-ps	0	1	3	5	5	5
Btnl9	0	0	4	0	1	2
Btrc	136	192.999	193	187	180	269
Bub1	69	101	70	124.001	171.001	160
Bub1b	946.999	1245.001	1049.001	1282	1360	1874
Bub3	511	824.001	705.001	782	845.001	1099
Bud13	131	253	228	218	250	335
Bud23	231.999	335.001	373.738	322	305	476.02
Bud31	423.877	604.9	543.96	623.047	564.579	806.45
Bves	0	0	0	0	0	1
Bvht	6	5	4	2	6	2
Bysl	256.547	430.257	411.248	387.076	443.052	546.5
Bzw1	3168.997	4347	4242.205	4252.997	4895.999	5999.997
Bzw2	1711.999	2441.998	2047.999	2223	2381.999	3201
C030004G16Rik	0	0	0	0	0	0
C030005K06Rik	1	1	2.995	2.067	3	3
C030005K15Rik	0	0	0	0	0	0
C030006K11Rik	121.001	163	163	144	146	219
C030006N10Rik	0	1	0	0	0	0
C030007H22Rik	0	0	0	0	0	0
C030010C08Rik	0	0	0	1	2	0
C030010L15Rik	1	0	1.053	1	0	0
C030013C21Rik	0	0	0	0	0	0
C030013E06Rik	2	0	1	5	0	2
C030013G03Rik	0	0	0	0	0	0
C030014I23Rik	0	0	5.527	3.381	3.914	9.53
C030014O09Rik	0	0	0	0	0	0
C030015A19Rik	22	14	17	22	15	31
C030015E24Rik	0	0	0	0	0	0
C030017B01Rik	0	0	0	0	0	0
C030017D09Rik	0	0	0	0	0	0
C030017G13Rik	0	0	0	0	0	0
C030018K13Rik	0	0	0	0	0	0
C030029H02Rik	0	0	0	0	0	0
C030032O16Rik	0	0	0	0	0	0
C030034I22Rik	20	8.916	10.602	20.258	16	20.926
C030034L19Rik	1	3.941	8.034	8.095	9.124	0
C030037D09Rik	0	1	0	2	0	0
C030037F17Rik	0	0	0	0	0	0
C030038I04Rik	0	0	0	0	0	0
C030047K22Rik	0	0	0	0	0	0
C130012C08Rik	24	31	34	36	20	31
C130013H08Rik	33.225	37.145	25.86	49.01	51.974	68.482
C130021I20Rik	0	0	0	0	0	0
C130023A14Rik	0	0	0	0	0	0
C130026L21Rik	0	0	0	0	0	0
C130032M10Rik	0	0	0	0	0	0
C130036L24Rik	10	10	6	13	7	5
C130040N14Rik	7.529	6.074	5.013	10.978	4.437	5.388
C130046K22Rik	12	21	15	20	26	28
C130050O18Rik	806.164	1214.382	1073.334	1229.946	1046.252	1603.65
C130051F05Rik	0	1	2	3	0	1
C130060C02Rik	0	0	0	0	0	2
C130071C03Rik	0	0	0	0	0	0
C130073E24Rik	0	0	0	0	0	0
C130073F10Rik	0	0	0	0	0	0
C130074G19Rik	26	45	22	25	22	22
C130075A20Rik	0	0	0	0	0	0
C130080G10Rik	0	0	0	0	0	1
C130083A15Rik	0	0	0	0	0	1
C130083M11Rik	6	7	2	5	2	4
C130089K02Rik	0	2	0	0	0	0
C130093G08Rik	0	0	0	0	0	0
C1d	303	563	434	492	456	678
C1galt1	627	914	803	934	1068	1276
C1galt1c1	208	247	256	257	280	343
C1qa	11	20	17	22	3	9
C1qb	6	12	10	17	9	8
C1qbp	494	719	642	705	660	885
C1qc	6	12	4	11	1	8
C1ql1	0	0	0	0	0	2
C1ql2	4	1	3	6	4	6
C1ql3	0	0	0	0	0	0
C1ql4	0	0	0	0	0	0
C1qtnf1	2	1	5	1	3	3
C1qtnf12	43	47	46	83	58	70
C1qtnf2	2	1	0	3	2	0
C1qtnf3	0	1	0	0	0	0
C1qtnf4	0	0	1	0	3	1
C1qtnf5	1.685	7.619	2	2.049	0	1.731
C1qtnf6	1	1	0	1	2	4
C1qtnf7	2	2	5	1	4	3
C1qtnf9	0	0	0	0	0	0
C1ra	387	478	486.288	655	729.764	924
C1rb	0	0	7.712	0	1.236	0
C1rl	180	234	170	218	234	290
C1s1	17	41	47	37	35	32
C1s2	0	0	2	1	0	4
C2	29	51.192	43	90	97.999	112
C230012O17Rik	0	0	0	0	0	0
C230013L11Rik	8.105	20.202	5.134	17.915	22.434	24.304
C230014O12Rik	0	0	0	0	0	0
C230024C17Rik	0	0	0	0	0	0
C230029F24Rik	0	0	0	0	0	0
C230031I18Rik	0	0	0	0	0	0
C230034O21Rik	0	0	0	0	0	1
C230035I16Rik	0	1	1	1	0	0
C230037L18Rik	5.005	13.004	3.007	5.006	7.004	5.001
C230038L03Rik	0	1.003	0	0	2.536	0
C230053D17Rik	0	0	0	0	0	0
C230057A21Rik	0	1	0	1	0	0
C230057M02Rik	0	0	0	0	0	0
C230062I16Rik	0	0	0	0	0	1
C230066G23Rik	0	0	0	0	0	0
C230071H17Rik	0	0	0	0	0	0
C230072F16Rik	0	0	0	0	0	1
C230079O03Rik	0	0	0	0	0	0
C230085N15Rik	0	0	0	0	0	0
C230086J09Rik	0	0	0	0	0	0
C230096K16Rik	6	12	5	17	5	5
C230099D08Rik	0	0	0	0	0	0
C2cd2	242.057	349.999	310	320	407.001	552
C2cd2l	1319	1650.999	1827.001	2053	1966.001	3031
C2cd3	374.899	500	442.986	536.999	465.962	728.993
C2cd4a	2	0	0	0	0	0
C2cd4b	2	0	0	0	0	1
C2cd4c	0	0	0	0	0	0
C2cd4d	0	0	0	0	0	0
C2cd5	466.001	557.999	481	603.001	564	795.999
C2cd6	0	0	0	0	0	0
C3	3205	4789	3493	4924	6610	8846
C330002G04Rik	0	0	0	0	0	0
C330004P14Rik	0	0	0	0	0	0
C330008A17Rik	0	0	0	0	0	0
C330011F03Rik	0	0	0	0	0	0
C330011M18Rik	5	8	8	9	10	8
C330013E15Rik	6	7	7	7	4	9
C330018A13Rik	0	0	0	0	0	0
C330018D20Rik	68	78	93	80	95	141
C330019F10Rik	0	0	0	0	0	0
C330020E22Rik	11	4	9	6	8	14
C330022B21Rik	0	0	0	0	0	0
C330022C24Rik	0	0	0	0	0	1
C330024C12Rik	0	0	0	0	0	0
C330024D21Rik	0	0	0	0	1	0
C3ar1	6	10	3	4	7	9
C430002N11Rik	0	0	0	0	0	0
C430014B12Rik	3.128	3.508	3.636	3.677	3.287	4.445
C430019N01Rik	0	1	0	0	0	0
C430039J01Rik	0	0	0	0	0	0
C430039J16Rik	0	0	0	0	0	0
C430042M11Rik	22	26	20	29	27	43
C430049B03Rik	19	19	31.48	20.999	24.999	44.001
C4a	17.16	20.98	20.266	32.009	22.624	35.465
C4b	74.84	239.02	119.734	106.991	166.375	224.535
C4bp	0	0	0	1	0	0
C4bp-ps1	0	0	0	0	0	0
C530005A16Rik	6	3.046	10	6.015	7	11.36
C530020B09Rik	2.273	6.779	3.782	1.188	1.022	6.36
C530025M09Rik	0	0	0	0	0	0
C530043A13Rik	0	0	0	0	0	0
C530043K16Rik	0	0	0	3	0	0
C530044C16Rik	0	0	0	1	0	0
C5ar1	7718	10337	9146	9480.001	11269	13694
C5ar2	484	589	592	790	709	1102
C6	1	5	3	7	2	2
C630004L07Rik	0	0	0	0	0	0
C630004M23Rik	0	0	2.186	3.232	2.484	0
C630028M04Rik	0	0	0	0	0	0
C630031E19Rik	0	0	0	0	0	0
C630043F03Rik	12	8	19	13	13	11
C630044B11Rik	0	0	0	0	0	0
C630050I24Rik	0	0	0	0	0	0
C7	21	74	51	47	77	53
C730002L08Rik	0	0	0	0	0	0
C730027H18Rik	0	0	0	0	0	0
C730034F03Rik	3.251	13.098	11.289	10.638	11.169	24.648
C730036E19Rik	0	0	0	0	0	0
C730045M19Rik	0	0	0	0	0	0
C77080	1395	1684	1937	2067	1892	2872
C78197	2	6	3	4	5	3
C78283	0	3	0	0	0	0
C78334	1	0	0	0	0	1
C78859	0	3	0	0	0	0
C79130	4	4	8	9	5	7
C79798	0	0	0	0	0	0
C820005J03Rik	0	0	0	0	0	0
C86187	0	0	0	0	0	0
C87114	0	0	0	0	0	0
C87198	0	0	0	0	0	0
C87436	122.741	175	171.999	156.589	135	203
C87487	0	0	0	0	0	0
C8a	0	0	0	0	0	0
C8b	0	0	0	0	0	0
C8g	2	9	4	1	5	4
C9	0	0	0	0	0	0
C920006O11Rik	10	10	13.001	12	11.999	15
C920009B18Rik	0	0	0	0	0	0
C920021L13Rik	4	5	7	5	4	4
C9orf72	454.001	656	571.001	536.001	586.001	763.103
Caap1	83	104	136	115	124	160
Cab39	1626	2322	2088	2330	2293	3038
Cab39l	320	447	325	343	422	549
Cabcoco1	0	0	0	0	0	0
Cabin1	1244.999	1544	1505	1525.999	1410	2289
Cables1	48	56.951	64	68.619	80.085	81.292
Cables2	257	314	337.999	349	295	490.001
Cabp1	3	2	1	0	0	2
Cabp2	0	0	0	0	0	0
Cabp4	3	1	3	6.147	6	2
Cabp5	0	0	0	0	0	0
Cabp7	1.109	2.061	0	1.05	2.048	0
Cabs1	0	0	0	0	0	0
Cabyr	5	11	15	23	20	20
Cacfd1	149.999	294	242	240.999	238.999	365.999
Cachd1	5	6	5	3	4	9
Cacna1a	2	14	7	9	5	14
Cacna1b	0	1	0	0	2	1
Cacna1c	3	13	3	1	2	2
Cacna1d	5	9	7	4	3	11
Cacna1e	2	0	0	2	0	4
Cacna1f	7	11	16	16	17	21
Cacna1g	0	0	0	4	0	0
Cacna1h	0	0	6	0	0	0
Cacna1i	1	1	2	3	3	1
Cacna1s	0	1	1	1	0	1.128
Cacna2d1	0	4	4	0	2	1
Cacna2d2	0	1	0	0	0	0
Cacna2d3	0	0	0	0	0	0
Cacna2d4	2	4	0	2	2	7
Cacnb1	8	17	16	9	13	18
Cacnb2	1	2	1	4	4	1
Cacnb3	3	6	5	2	4	11
Cacnb4	7	0	3.024	2.055	1	1.016
Cacng1	0	0	0	0	0	0
Cacng2	1	0	0	0	0	0
Cacng3	0	0	0	0	0	0
Cacng4	0	0	2	0	0	0
Cacng5	0	0	0	0	0	0
Cacng6	0	0	0	0	0	0
Cacng7	0	0	0	0	1	1
Cacng8	0	0	0	0	0	0
Cactin	438	595	586	617	565	750
Cacul1	1324.999	1727.001	1572	1786	1960	2409
Cacybp	707	1040.996	920.984	982	1012.932	1460
Cad	530.001	792.001	632	612	718	952.001
Cadm1	11	20	15	14	12	16
Cadm2	0	1	1	0	3	1
Cadm3	0	0	0	1	3	2
Cadm4	7	3	14	19	19	10
Cadps	0	0	0	0	0	0
Cadps2	11	5	11	12	3	9
Cage1	15	31	16	16	14.001	20
Calb1	0	0	0	0	0	0
Calb2	0	0	0	0	0	0
Calca	2	1	2	0	2	0
Calcb	0	0	0	1	0	0
Calcoco1	552.999	924	805.999	843.001	874.002	1366.001
Calcoco2	0	0	0	0	0	0
Calcr	0	0	0	0	0	0
Calcrl	485	606	448	439	370	557
Cald1	111	187.999	183	162	106	150
Calhm1	0	0	0	0	0	0
Calhm2	3.099	2	1	4	0	4.131
Calhm3	0	0	0	0	0	0
Calhm4	0	0	0	0	0	0
Calhm5	0	1	1	0	0	0
Calhm6	13	15	7	10	14	21
Calm1	10217	15149	13545	14413	15588.999	19084
Calm2	3033	4538	4454.87	4277	4451	5322
Calm3	2485	3917	3417	3658	3898	4909
Calm4	6	5	8	4	8	6
Calm5	0	0	0	1	0	0
Calml3	0	0	0	0	0	1
Calml4	1	0	1	0	1	0
Caln1	0	2	0	0	0	0
Calr	12426	21032	17644	19411	21409.999	27325
Calr-ps	0	0	0	0	0	0
Calr3	3	4	4	9	2	7
Calr4	0	0	0	0	0	0
Calu	1835	2982.999	2688	2809	2758	3773
Caly	0	1	0	0	0	0
Camk1	2087.909	3098.999	2867.001	3380.715	3297.84	4374
Camk1d	1051	1476	1276	1767	1680	2345
Camk1g	0	0	0	0	0	0
Camk2a	8	12	14	14	9	17
Camk2b	18	26	28	2	20	19
Camk2d	2594.999	3292.002	3026.999	3100.998	3023.003	4354
Camk2g	1171	1582.001	1520.999	1808	1467.998	2288.001
Camk2n1	15	13	22	14	7	11
Camk2n2	6	10	10	20	18	16
Camk4	1	2	2	2	3	3
Camkk1	3	6	5	5	0	2
Camkk2	768	923.001	972.001	805.999	944.001	1277
Camkmt	31	39	41	49	64	64
Camkv	0	0	0	0	0	0
Caml	326.999	516.999	420.999	519	403	662.999
Camp	13	9	18	0	3	3
Camsap1	227	314	279	321	301	425
Camsap2	810	1020	808.001	1160.919	1323.99	1458
Camsap3	2	10	5	10	7.144	19
Camta1	25.001	57	82.999	60.001	34.001	58.999
Camta2	1111.001	1318.999	1347.001	1557	1681.001	2072.999
Cand1	1101	1600	1307	1483	1505	2192.001
Cand2	3	2	3	1	0	3
Cant1	883.001	1311.001	1247	1294.999	1428	1917.999
Canx	7819.999	12388	10274	11016.999	12225	15228
Cap1	10662.999	15788.992	14620.997	14926.999	16803.999	21110.997
Cap2	0	0	0	0	1	0
Capg	5523	7629	7065	8022.999	8142.999	9642
Capn1	4078.802	5370.694	5122.986	5039.881	5306	7496.904
Capn10	71.944	111	95.537	124.821	106	144.918
Capn11	3	3	2	9	9	1
Capn12	0	0	1.068	2.247	0	1.034
Capn13	0	0	0	0	0	0
Capn15	1413.397	1726.594	1720.165	2131.551	2160.202	2910.54
Capn2	4510.568	6538.957	6014.838	6009.606	5681.727	7937.954
Capn3	4.216	5.043	9	17.421	39.385	32
Capn5	7	7	9	9	6	5
Capn6	0	0	0	2	0	1
Capn7	706	965	915	935	919	1217
Capn8	0	0	0	0	0	0
Capn9	3	0	0	0	0	0
Capns1	2854.001	4330.001	3764.001	4152.071	4126.001	5659
Capns2	0	1	0	0	1	2
Caprin1	4718	6428.999	5919	6186	6581	8915
Caprin2	29	50	62.001	70	55.999	100
Caps2	0	0	0	0	0	2
Capsl	0	0	0	2	0	0
Capza1	3789	5399	4933.992	4984.991	5714	7487
Capza1b	0	0	0	0	0	0
Capza2	5666	7710.001	7071	7470	7521.001	9690.999
Capza3	0	0	0	0	0	0
Capzb	4351	6352	5577	6325	6635	8911
Car1	0	0	1	0	0	0
Car10	0	0	0	0	0	0
Car11	15	19	17	23	20	24
Car12	0	1	1	1	0	1
Car13	53	64	73	72	128	137
Car14	5	7.06	0	7.341	0	6.029
Car15	17.596	29.926	25.993	22.476	16.192	23.44
Car2	9	13	3	5	7	11
Car3	0	0	1	0	0	2
Car4	4136.999	8764.999	7217	5712	7585.999	6946
Car5a	6	12.987	7	8	7	11
Car5b	403	537	711	513	440	390
Car6	0	3	1	2	1	2
Car7	11	19	15	12	18	16
Car8	11	17	5	12	7	8
Car9	32.705	68	51	61	55	77
Card10	21	20	17	17	20	21
Card11	3746.001	5604	4142	5395	6519	8845
Card14	0	12.034	0	0	1.02	2.504
Card19	126	206.999	180.001	192	156	191.999
Card6	10	12	14	20	12	19
Card9	874	1382	1411	1351	1176.001	1738.925
Carf	26.001	31	56	33	51	79
Carhsp1	1247	1567	1436.995	1719	1745	2036.992
Carlr	0	0	0	0	1	0
Carm1	368.345	433.85	498.299	425.015	508.298	673.107
Carmil1	10	12	9	5	10	7
Carmil2	16	31	30	30	22.992	37
Carmil3	1	0	2	1	1	0
Carmn	0	0	0	0	0	2
Carnmt1	243.26	349	326.617	331.858	331.216	424.688
Carns1	35	57.195	47.615	46.997	52.178	73.931
Cars	323.001	459.001	423	372	414	533.001
Cars2	161.998	272.006	243.99	258.896	247.001	284.264
Cartpt	1	1	1	2	1	2
Casc3	962.324	1311.283	1157.847	1355.623	1272.423	1755.022
Casd1	359	469	403	418	469.001	629
Cask	513	566	723	614.999	623.001	809
Caskin1	13	21	12	27	12	11
Caskin2	57	54	34	71.279	51	64
Casp1	780	1014.999	1001	1084.001	1094	1367
Casp12	1	3	3	2	3	5
Casp14	0	0	0	0	0	0
Casp16	0	0	0	0	0	0
Casp2	114	155	151	166	141	229.999
Casp3	192	224	255	296	286	325.999
Casp4	257.999	450.999	314.001	320	333.999	435.001
Casp6	194	290	320	343	304	423
Casp7	428	668	633	646	698	896
Casp8	1898.001	2897.988	2430.998	2745	2546.999	3810
Casp8ap2	175	244	228	262	278	378
Casp9	647	923	871	805	816	1023
Casq1	0	0	0	1	0	2
Casq2	0	0	0	0	0	0
Casr	1	1	0	0	0	0
Cass4	29	54	53.999	53	100	82.001
Cast	2915.599	3883.588	3503.189	3904.481	3602.767	5238.092
Castor1	63	110	73	83	83	99
Castor2	77	103	103	114	82	148
Casz1	221	240.999	224	464	318	421
Cat	1469	2274	2255	2190	2462	3400
Catip	1	0	0	0	0	3
Catsper1	0	0	0	0	0	0
Catsper2	13	17.001	12	12	18	24
Catsper3	0	0	0	1	0	1
Catsper4	0	0	0	0	0	0
Catsperb	0	0	0	1	1	0
Catsperd	4	9	11	10	15	26
Catspere1	0	0	0	0	0	0
Catspere2	4	2	7	9	12.007	10
Catsperg1	12	21	13.001	16	21	26
Catsperg2	0	0	0	0	0	0
Catsperz	0	0	0	0	0	0
Cav1	950.001	1421.999	1678.001	1179	1228.001	1168.001
Cav2	970	1542	1455.001	1283.001	1453	1524.001
Cav3	0	0	0	1	0	0
Cavin1	150.762	186.206	4675.947	177.393	164.957	213.068
Cavin2	122	125	95	101	62	127
Cavin3	10	10	3	4	4	5
Cavin4	1	0	0	0	1	0
Cbarp	66.044	133.102	112.002	183.1	237	211.039
Cbfa2t2	193	255.001	221.999	221.999	292	333
Cbfa2t2-ps1	0	0	0	0	0	0
Cbfa2t3	106	121	167.001	234	181	289.999
Cbfb	1606	2202	2026.001	1924	1933	2874
Cbl	2465	3109	2289	2633	3001	4038.001
Cblb	268	370	463	372.999	430.999	482
Cblc	0	1	1	2	1	0
Cblif	0	0	0	0	0	0
Cbll1	197.49	272	263.602	298.001	284.999	399.616
Cbln1	0	7	0	0	0	2
Cbln2	0	0	0	0	0	0
Cbln3	0	0	0	0	0	0
